ans_id,code,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,V090,V091,V092,V093,V094,V095,V002,V003,V004_1,V004_2,V088,V005,V006,V007,V066,V067,V067_o,V008,V012,V010,V010_o,V045,V013_1,V013_2,V013_3,V013_4,V014,V015,V015_o,V016,V017,V018,V019,V019_1,V086_1,V086_2,V086_3,V086_4,V086_5,V086_6,V071,V022,V023_1,V023_2,V023_3,V076,V076_o,V077,V024_1,V024_2,V083,V083_o,V025_1,V025_2,V025_3,V025_4,V025_5,V082,V082_o,V087_1,V087_2,V087_3,V087_4,V087_5,V027_1,V027_2,V027_3,V027_4,V027_5,V028,V085_1,V085_2,V085_3,V085_4,Fout,Fout,Fout,Fout,Fout,Fout,Fout,V038,V039,V041,V048_1,V048_2,V048_3,V048_4,V049,V081,V081_o,V050,V051_1,V051_2,V052_1,V052_2,V052_3,V052_4,V052_5,V053_1,V053_2,V053_3,V053_4,V053_5,V054,V084_1,V084_2,V084_3,V084_4,V064a_1,V064a_2,V064a_3,V064a_4,V064a_5,V064a_6,V064a_7,V064b,V064c,V065,V097,V069,V089,V089_o,V020,V073,V074,V075,V078,V078_o,V079,V079_o,V096a,V096b,V096c,V096d,V096e,V096f,starttime,externalid,verzending,language,referer,completed,survey_panelId,survey_respondentId,survey_lastQuestion
28,afBfFcTbA9tpDpKtABjuQms62v,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,5231,1,5,1,1,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,4,1,4,4,0,3,2,2,2,5,2,2,5,5,4,1,2,5,2,3,4,2,4,1,3,1,2,1,1,1,1,"leighton meester, maar dan keur je alleen het uiterlijk...",1,35,4,10,wilde niet dat de eerste relatie de enigste was. Nog kunnen genieten van vrijheid,99999,99999,99999,99999,99999,,99999,,1,3,1,3,5,1,12-11-2014 16:18,,0,0,https://www.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=9AQHsehzH&enc=AZOg6WNCYtb6FVFdozQM83HjyzjY3XWK3dKt7wQG3WuvOMylEdbsymlzkIbLeXhDTPhqJHmhQEC8S2PoNczHA9rYbFNKbqKQBF7WRVIoWZwk0eT7Y9w8mETOL3bcFcsKQAQp0Cahg,1,0,0,V9999
29,4rHDWmk25Sq33uwntA7gEZhhdZ,,,,,,,,,,,5,3,2,1,2,1,2,23,2,2,1095,10,5,1,2,5,,1,6,1,0,1,4,2,3,4,6,4,,1,5,1,2,99999,5,4,4,5,1,4,2,8,4,4,5,3,,2,2,2,2,,1,4,5,2,4,1,0,5,4,5,4,1,4,1,2,4,4,2,4,2,1,5,1,2,4,5,6,7,3,2,geen idee,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,1,1,,4,4,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 16:25,,0,0,https://www.facebook.com/,1,0,0,V9999
35,7DCaZBP3q5Syq26XKsYrqQCd2s,,,,,,,,,,,5,6,6,4,5,3,1,31,2,2,5624,1,5,2,1,5,,2,6,1,0,1,5,2,3,3,7,1,,1,5,2,2,99999,5,5,5,5,1,5,2,8,4,5,5,3,,1,2,2,2,,1,4,3,1,4,2,0,5,5,5,4,1,4,1,3,1,3,1,4,4,1,5,4,5,7,6,3,1,2,2,Andrew Garfield,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,108,3,9,,3,3,2,2,1,,1,,99999,99999,99999,99999,99999,99999,12-11-2014 16:28,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
41,hqy7X88Vh2vywbxZ8hb3GNhBmS,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,23,2,2,5212,1,5,1,1,1,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,2,4,7,5,0,3,1,2,2,4,3,3,4,5,4,2,2,3,1,4,4,3,3,2,2,3,2,1,0,0,6,Mila Kunis,1,3,2,6,,99999,99999,99999,99999,99999,,99999,,1,2,1,1,2,1,12-11-2014 16:33,,0,0,https://www.facebook.com/,1,0,0,V9999
43,BrBnZ2u3Hg3eBX5dxjD647NgQp,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,25,2,1,5213,1,4,1,2,5,,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,2,3,3,8,3,0,3,2,2,2,3,4,1,4,3,2,2,3,2,2,4,2,2,4,2,2,2,2,1,0,1,2,Geen,2,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,5,3,6,4,5,2,12-11-2014 16:40,,0,0,https://m.facebook.com,1,0,0,V9999
44,3k3Fb8Q8ecagJqrGHFJTvc3kPU,,,,,,,,,,,1,2,2,4,1,1,1,30,2,1,5038,1,5,3,1,5,,2,8,2,0,1,5,3,3,5,7,5,,1,5,3,2,99999,5,4,5,5,1,5,4,7,4,4,4,3,,1,1,1,4,,5,5,5,5,5,99999,1,5,5,5,4,1,5,1,4,5,1,2,5,5,1,1,7,4,6,5,1,3,2,2,matthew bomer,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,90,2,6,,3,3,2,2,1,,3,,99999,99999,99999,99999,99999,99999,12-11-2014 16:42,,0,0,https://m.facebook.com,1,0,0,V9999
45,QNEPN8UqYt3u67kB6AbsTgva67,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,24,1,1,2421,11,5,1,1,1,,1,3,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,4,2,2,6,1,0,2,2,2,1,4,4,1,4,5,4,2,2,5,1,4,4,1,4,2,2,2,2,1,1,0,2,Yvonne Strahovski,1,31,2,6,,99999,99999,99999,99999,99999,,99999,,1,1,1,3,1,1,12-11-2014 16:45,,0,0,https://dub123.mail.live.com/?tid=cmJUb2-2Rq5BG6DwAhWthXeg2&fid=flinbox,1,0,0,V9999
46,gpEYMrm82dSSazphWssRTUHDTx,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,31,2,1,1059,10,5,2,2,5,,1,2,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,3,2,4,5,8,1,0,5,2,2,2,5,4,2,4,5,2,2,4,3,2,4,3,2,4,2,2,2,2,2,0,0,6,Michiel Huisman :-),1,120,3,9,,99999,99999,99999,99999,99999,,99999,,1,2,2,4,2,3,12-11-2014 16:48,,0,0,https://www.facebook.com/,1,0,0,V9999
51,YENmRjH45Dr6z7tUbb2rusxRds,,,,,,,,,,,1,6,6,4,5,5,2,33,2,2,1021,10,5,3,2,5,,1,5,4,0,2,4,4,3,4,5,5,,5,5,1,2,99999,5,4,5,5,4,5,2,8,3,1,3,4,,2,2,2,1,,1,4,5,4,5,10,0,5,3,4,4,2,2,1,1,3,2,2,4,4,3,4,3,4,5,2,1,7,6,6,Justin Timberlake,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,85,1,10,Te veel vrienden,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 16:57,,0,0,https://m.facebook.com,1,0,0,V9999
53,8j9q92DCYzBPNhJuEt79aPxJsm,,,,,,,,,,,1,3,3,4,5,3,2,27,2,2,5046,1,5,1,1,5,,3,5,6,0,3,4,3,4,3,5,7,hobby,5,5,1,2,99999,5,4,5,3,1,5,5,8,2,5,5,3,,2,2,1,7,"zowel antwoord 3 en 4: samen, en indien apart, wil ik het niet weten. Hij wil het van mij wel weten.",2,3,5,4,5,20,0,4,2,4,5,1,2,2,3,4,5,2,4,2,1,4,6,3,5,7,4,1,2,6,Dat is een lastige vraag! Je weet bij beroemdheden natuurlijk niet (zeker) wat voor persoonlijkheid ze hebben. Afgaande op uiterlijk en uitstraling: -man: Ramsey Nasr -vrouw: Sophie Hilbrand,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,30,2,1,,4,4,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 17:02,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
56,GSh99kuaryd5WVA6FnJTkPMYvP,,,,,,,,,,,1,1,2,3,1,2,2,24,1,1,5831,1,5,2,1,1,,1,6,1,0,1,4,4,4,4,7,2,,1,5,1,2,99999,5,5,5,5,4,5,3,9,4,5,5,2,,2,2,2,1,,1,5,4,1,4,1,0,5,5,5,3,1,3,1,2,3,2,2,3,4,1,3,3,5,4,6,2,1,7,3,Geen idee ,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,110,3,9,,1,1,1,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 17:10,,0,0,/direct/romeo&julia,1,0,0,V9999
58,dNBHMerr9v4GWJ3ABybxymvghc,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,21,2,2,3035,11,4,1,2,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,2,4,2,5,4,8,11,0,2,2,2,2,4,4,2,4,5,3,4,2,2,2,5,1,3,3,2,3,1,2,1,0,1,2,Geraldine Kemper,1,3,2,1,,99999,99999,99999,99999,99999,,99999,,1,3,1,3,1,3,12-11-2014 17:13,,0,0,/direct/romeo&julia,1,0,0,V9999
59,TWxBwxMEQdTfRfQ47GQguB6z3t,,,,,,,,,,,5,6,6,4,5,3,2,29,1,2,2935,11,5,3,1,1,,1,8,2,0,1,4,3,2,2,7,3,,1,5,3,2,99999,5,4,4,3,1,4,4,8,3,2,3,2,,2,2,2,2,,1,2,4,2,3,6,0,5,4,5,4,1,2,1,3,3,4,2,4,4,2,2,7,5,4,6,3,2,1,6,?,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,60,1,3,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 17:19,,0,0,https://www.facebook.com/,1,0,0,V9999
60,HXvd6CxFJf9TVrRgMbA2C9htb6,,,,,,,,,,,1,3,2,1,3,1,2,27,2,2,6511,3,5,1,1,5,,1,6,2,0,1,4,2,3,4,7,3,,1,5,3,1,1,5,5,5,5,1,5,4,8,2,5,5,3,,2,2,2,2,,2,2,4,1,4,4,0,5,5,5,3,1,5,1,1,4,2,1,4,2,1,4,1,2,3,4,6,7,5,2,Barry Atsma,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,12,1,6,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 17:22,,0,0,https://www.facebook.com/,1,0,0,V9999
82,RKtR7Wa9bfV6XxeK5zyVamfydZ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,50,2,1,2311,11,5,3,2,2,,3,3,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,5,5,5,9,7,0,4,1,1,3,5,2,3,5,3,3,3,3,3,2,4,4,3,3,2,1,2,1,2,1,1,2,"echt geen flauw idee! ik heb helemaal niets met beroemdheden, die doen me niets. interesseert me echt niet. ",1,336,1,10,ik heb binnen een relatie VRIJHEID nodig,,,,,,,,,,,,,,,,,,,,,,,
83,ErwTbgaFtyHGvKUHjg5y9Qartr,,,,,,,,,,,1,3,2,3,3,1,2,32,1,1,5402,1,5,3,1,1,,1,6,2,0,1,5,2,4,4,5,5,,1,3,2,1,2,5,3,4,4,1,4,1,7,4,5,5,1,,1,2,2,2,,2,4,4,1,5,40,0,4,2,4,3,1,4,3,1,3,2,2,4,3,2,2,6,4,5,3,2,1,7,2,Eric corton  Vraag 34 kan je niet naar waarheid invullen op iPhone5. Hij springt de hele tijd terug naar een getal.,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,68,1,10,Uit elkaar gegroeid,99999,99999,99999,99999,1,,1,,99999,99999,99999,99999,99999,99999,12-11-2014 17:43,,0,0,https://m.facebook.com,1,0,0,V9999
86,f9Sgsh3GGu9yzWQYbfpCz4hcty,,,,,,,,,,,4,6,6,4,5,5,2,33,2,2,1016,10,5,2,2,5,,1,6,2,0,1,2,1,3,5,7,6,,1,5,2,2,99999,5,5,5,5,1,5,3,9,4,5,5,4,,2,2,2,2,,3,4,5,3,4,5,0,5,5,5,1,1,2,1,1,1,1,1,5,2,1,5,3,5,1,2,4,7,6,6,"ik hoef geen beroemdheid als partner, ik heb er al een!",2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,54,4,8,,3,3,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 18:04,,0,0,https://www.facebook.com/,1,0,0,V9999
91,ufygYZtcxcf8Yb6fyPYMt7FKQQ,,,,,,,,,,,5,6,6,4,5,1,2,26,2,1,1013,10,5,1,1,5,,1,6,1,0,1,3,1,2,4,7,5,,1,3,4,2,99999,5,4,5,5,1,5,4,8,4,5,5,5,"Volgens mij is er niet ‚‚n beste plek, maar moet je vooral open staan voor (nieuwe) ontmoetingen.",2,2,2,7,"We gaan in principe niet vreemd, maar als het gebeurt is dat niet per se het einde van de relatie.",2,3,4,3,4,2,0,5,3,5,3,1,3,2,2,4,3,2,4,4,2,4,3,4,2,1,6,7,5,6,"Qua uitstraling/uiterlijk en de mate waarin hetgeen hij beroemd door is binnen mijn interessegebied valt, Johnny Depp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,bgA3S5Ajt39fNaAPwAWZX2zaDz,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,26,2,1,6041,2,5,1,1,5,,1,1,1,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,2,3,1,7,2,0,1,2,2,2,3,4,2,5,5,5,4,2,2,1,4,4,2,2,3,2,1,1,0,2,1,6,Waldemar Torenstra,1,72,1,2,,99999,99999,99999,99999,99999,,99999,,5,6,6,4,5,5,12-11-2014 18:33,,0,0,https://m.facebook.com,1,0,0,V9999
93,qvjX6ad2GSghaqaBsCrYv3rVpt,,,,,,,,,,,5,6,6,4,5,5,1,28,2,1,5211,1,5,1,2,5,,3,5,1,0,3,2,2,1,4,7,4,,1,5,1,2,99999,5,3,4,3,1,5,4,8,4,5,4,4,,1,2,2,2,,2,5,5,3,4,3,0,4,3,4,4,3,2,2,4,2,2,2,4,4,3,3,6,1,7,5,3,2,4,2,wat een gekke vraag,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,52,3,9,,1,1,2,2,1,,1,,99999,99999,99999,99999,99999,99999,12-11-2014 18:39,,0,0,https://www.facebook.com/,1,0,0,V9999
94,YrT5cwm9DGtmcVcWuQbK9GNxXk,,,,,,,,,,,5,6,6,4,5,5,2,26,1,1,5831,1,5,1,1,1,,1,6,4,0,1,3,2,3,5,6,7,Vakantie,1,3,1,2,99999,5,5,5,3,1,4,3,7,3,2,3,3,,2,2,2,2,,1,4,3,2,3,10,0,5,3,5,2,1,2,1,2,3,1,2,5,4,2,4,4,3,2,1,5,6,7,6,De looks van joe manganiello,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,36,1,1,,1,1,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 18:41,,0,0,/direct/romeo&julia,1,0,0,V9999
95,DgDay4D5DZfT7mFEcmnQdTz9RC,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,30,2,1,3038,11,5,1,1,2,,1,1,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,1,2,5,6,5,0,3,2,2,1,3,3,2,4,5,4,1,2,2,2,3,4,4,3,5,2,1,1,1,0,0,2,"Jacob Derwig, intelligent, laat het publieke niet prevaleren boven het particuliere, getalenteerd, ge‹nteresseerd",3,47,1,10,verschillende wereld- en mensbeelden,99999,99999,99999,99999,99999,,99999,,5,6,2,1,2,3,12-11-2014 18:45,,0,0,https://m.facebook.com/l.php?u=https%3A%2F%2Fdynamic-concepts.socratos.net%2Fdirect%2Fromeo%26julia&h=eAQG6lgwf&enc=AZMCtmeoz-r6QejeA2fvwZjL3k89niZ8Ia8Lyj-MmmAPmU2RCwfJntr3_ibwem5ZaMLhSan6IntCsF4FeDB0d1NL,1,0,0,V9999
103,cHf3EQggKVCW4N3GexABT5Ezdk,,,,,,,,,,,1,6,6,4,5,5,2,26,2,1,6537,3,3,1,1,5,,1,6,2,0,1,1,2,2,3,7,5,,1,3,2,2,99999,5,5,4,3,2,4,4,6,2,5,4,2,,2,2,2,1,,2,3,5,3,5,2,0,3,3,3,3,2,4,3,2,4,4,2,4,4,2,4,4,5,7,6,3,2,1,6,Michiel Huisman,2,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,108,2,10,geen idee,2,2,1,1,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 20:01,,0,0,/direct/romeo&julia,1,0,0,V9999
104,esBMafJnj3H4EkY3zQySh7YqTZ,,,,,,,,,,,99999,99999,99999,99999,99999,99999,2,29,2,1,1052,10,5,2,1,5,,1,1,3,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,5,3,4,3,6,9,0,2,2,2,1,4,4,2,5,5,2,3,2,4,2,4,4,4,2,2,2,2,2,1,0,1,1,Benedict Cumberbatch,1,48,2,6,,99999,99999,99999,99999,99999,,99999,,5,3,3,1,2,3,12-11-2014 20:05,,0,0,https://www.facebook.com/,1,0,0,V9999
106,6RzxHcX67XMYUAaagf4xJv59Sa,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,26,2,2,3583,9,4,1,1,6,Evangelisch/Wesliaans,1,1,99999,1,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,1,1,3,4,7,0,0,3,2,2,1,4,3,1,4,5,3,2,2,4,1,5,4,1,4,2,2,2,2,2,0,0,3,Berenice Bejo,1,99999,99999,99999,,99999,99999,99999,99999,99999,,99999,,1,6,6,1,3,1,12-11-2014 20:44,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
107,TkeBVm6xr4HXxhbTDpuw4TCzeJ,,,,,,,,,,,5,6,6,4,5,1,2,32,2,1,1059,10,5,3,1,1,,1,6,2,0,1,5,3,4,5,7,3,,1,5,3,1,1,5,4,5,5,1,5,3,8,4,4,4,2,,2,2,2,6,,1,2,4,4,4,11,0,5,5,5,5,1,3,1,2,2,2,2,4,4,2,2,2,3,1,4,5,6,7,2,Heath Ledger,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,96,4,6,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 20:56,,0,0,https://www.facebook.com/,1,0,0,V9999
108,xZzmu2eNkM5qphbejHC6qeDRPc,,,,,,,,,,,5,6,6,4,5,1,2,35,2,1,3021,11,5,1,1,1,,1,5,4,0,2,3,2,2,4,6,3,,1,5,1,2,99999,5,5,5,4,1,5,3,8,4,5,5,3,,2,2,2,1,,1,2,4,2,4,10,0,4,3,4,4,2,2,2,2,4,4,2,4,4,2,2,5,4,7,6,3,2,1,2,geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,84,1,1,,1,1,2,2,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 21:04,,0,0,https://www.facebook.com/,1,0,0,V9999
110,TUkjYarnuN3YCErexNK246zwTM,,,,,,,,,,,99999,99999,99999,99999,99999,99999,1,16,2,2,5616,1,4,1,2,5,,1,2,2,0,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,99999,99999,99999,,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,1,2,3,2,2,8,1,0,3,2,2,3,4,4,3,3,5,3,3,3,2,1,3,5,3,4,2,2,2,2,1,0,1,4,"Monica Geuze, Google haar maar eens. Je bent gelijk verliefd",1,11,1,1,,99999,99999,99999,99999,99999,,99999,,5,3,3,3,3,5,12-11-2014 21:08,,0,0,http://www.hzt.nl/romeoenjulia,1,0,0,V9999
111,n9SpA5C3kcGfNW2tgZCQhneRcS,,,,,,,,,,,5,6,6,4,5,5,2,33,1,2,5221,1,5,3,2,1,,1,8,1,0,1,3,3,5,5,7,7,Universiteit,1,5,3,1,2,5,5,5,5,3,4,5,10,3,5,5,3,,2,2,2,2,,1,3,5,2,4,5,0,5,5,5,3,1,4,1,1,4,1,1,5,5,1,5,7,4,5,6,3,1,2,6,?? zou niet weten,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,84,1,3,,99999,99999,99999,99999,99999,,99999,,99999,99999,99999,99999,99999,99999,12-11-2014 21:43,,0,0,https://webmail.avans.nl/owa/,1,0,0,V9999
112,rrnuT4p2WEGS3EdbmJSj6DFfJJ,,,,,,,,,,,5,6,6,4,5,1,1,35,1,2,5221,1,5,3,1,1,,1,8,3,0,1,2,3,3,4,7,4,,1,5,3,1,2,5,4,5,4,1,4,4,8,3,5,4,1,,1,2,2,1,,2,4,4,2,3,6,0,5,5,5,3,3,1,1,1,2,1,1,5,4,3,4,1,3,2,5,4,6,7,7,Geen idee,1,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,,99999,74,1,6,,99999,99999,99999,99999,3,,2,,99999,99999,99999,99999,99999,99999,12-11-2014 21:44,,0,0,/direct/romeo&julia,1,0,0,V9999
